Path,Area,Token,Count
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Feedback\LoadingState.razor,BaseLib,border-slate-200,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Forms\Compatibility\DebugToggle.razor,BaseLib,border-slate-200,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Forms\FormSection.razor,BaseLib,border-slate-200,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Forms\SettingsSwitchRow.razor,BaseLib,border-slate-200,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Identity\Avatar.razor,BaseLib,border-slate-200,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Layout\WorkspacePanel.razor,BaseLib,border-slate-200,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Lists\FactTable.razor,BaseLib,border-slate-200,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Lists\ListItem.razor,BaseLib,border-slate-200,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Lists\SelectionListItem.razor,BaseLib,border-slate-200,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Navigation\FilterBar.razor,BaseLib,border-slate-200,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Navigation\LegalToc.razor,BaseLib,border-slate-200,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Navigation\SecondaryTabs.razor,BaseLib,border-slate-200,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\Components\Calendar\CalendarCrudBridge.razor,CanvasLib,border-slate-200,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\Components\Calendar\CalendarEventEditorModal.razor,CanvasLib,border-slate-200,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\Components\Calendar\CalendarExportMenu.razor,CanvasLib,border-slate-200,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.Sandbox\Components\Pages\Canvas.razor,Sandbox,border-slate-200,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.Sandbox\Components\Pages\Overlays.razor,Sandbox,border-slate-200,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components\Components\Alert.razor,LegacyComponents,border-slate-200,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components\Components\Card.razor,LegacyComponents,border-slate-200,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components\Components\DataGrid.razor,LegacyComponents,border-slate-200,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components\Components\Steps.razor,LegacyComponents,border-slate-200,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components\Components\Tabs.razor,LegacyComponents,border-slate-200,1
C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Projects\Pages\Components\ProjectsPresentation.cs,Modules,border-slate-200,1
C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Workbench\Components\ProjectEventsCalendar.razor,Modules,border-slate-200,1
C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Workbench\Components\ProjectStructureCanvas.razor,Modules,border-slate-200,1
C:\repositories\CanDoItAll\Tailwind\navigation\tabs.css,Tailwind,border-slate-200/80,1
C:\repositories\CanDoItAll\Tailwind\navigation\tabs.css,Tailwind,border-slate-300,1
C:\repositories\CanDoItAll\Tailwind\surfaces\admin.css,Tailwind,border-slate-300,1
C:\repositories\CanDoItAll\Tailwind\surfaces\cards.css,Tailwind,border-slate-300,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Feedback\EmptyState.razor,BaseLib,border-slate-300,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Forms\CheckBox.razor,BaseLib,border-slate-300,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Forms\DropDown.razor,BaseLib,border-slate-300,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Forms\Numeric.razor,BaseLib,border-slate-300,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Forms\Password.razor,BaseLib,border-slate-300,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Forms\TextArea.razor,BaseLib,border-slate-300,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Forms\TextBox.razor,BaseLib,border-slate-300,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Layout\WorkspacePanel.razor,BaseLib,border-slate-300,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Lists\SelectionListItem.razor,BaseLib,border-slate-300,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Modals\Dialog.razor,BaseLib,border-slate-300,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Navigation\SecondaryTabs.razor,BaseLib,border-slate-300,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\Components\Calendar\CalendarEventEditorModal.razor,CanvasLib,border-slate-300,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components\Components\CheckBox.razor,LegacyComponents,border-slate-300,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components\Components\DropDown.razor,LegacyComponents,border-slate-300,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components\Components\Numeric.razor,LegacyComponents,border-slate-300,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components\Components\Password.razor,LegacyComponents,border-slate-300,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components\Components\Steps.razor,LegacyComponents,border-slate-300,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components\Components\TextArea.razor,LegacyComponents,border-slate-300,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components\Components\TextBox.razor,LegacyComponents,border-slate-300,1
C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Projects\Pages\Components\ProjectsPresentation.cs,Modules,border-slate-300,1
C:\repositories\CanDoItAll\Tailwind\navigation\tabs.css,Tailwind,border-slate-400,1
C:\repositories\CanDoItAll\Tailwind\navigation\treeview.css,Tailwind,border-slate-600/40,1
C:\repositories\CanDoItAll\Tailwind\navigation\treeview.css,Tailwind,border-slate-800/20,1
C:\repositories\CanDoItAll\Tailwind\navigation\tabs.css,Tailwind,border-slate-900,1
C:\repositories\CanDoItAll\Tailwind\navigation\workbench-shell.css,Tailwind,border-slate-900,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Navigation\Compatibility\ImmersiveRibbonTabs.razor,BaseLib,border-slate-900,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Navigation\RibbonTabs.razor,BaseLib,border-slate-900,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Navigation\SecondaryTabs.razor,BaseLib,border-slate-900,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Badges\Badge.razor,BaseLib,border-violet-200,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Badges\StatusBadge.razor,BaseLib,border-violet-200,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Navigation\Steps.razor,BaseLib,border-violet-600,1
C:\repositories\CanDoItAll\Tailwind\navigation\workbench-shell.css,Tailwind,border-white/10,1
C:\repositories\CanDoItAll\Tailwind\navigation\workbench-shell.css,Tailwind,border-white/70,1
C:\repositories\CanDoItAll\Tailwind\surfaces\cards.css,Tailwind,border-white/70,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Modals\Dialog.razor,BaseLib,border-white/70,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\Components\Calendar\CalendarExportMenu.razor,CanvasLib,ring-sky-200,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Cards\ActionCard.razor,BaseLib,shadow-sky-100,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Lists\SelectionListItem.razor,BaseLib,shadow-sky-100,1
C:\repositories\CanDoItAll\Tailwind\navigation\workbench-shell.css,Tailwind,shadow-slate-200/50,1
C:\repositories\CanDoItAll\Tailwind\surfaces\cards.css,Tailwind,shadow-slate-200/50,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Cards\SummaryTile.razor,BaseLib,shadow-slate-200/50,1
C:\repositories\CanDoItAll\Tailwind\forms\fields.css,Tailwind,shadow-slate-200/60,1
C:\repositories\CanDoItAll\Tailwind\navigation\workbench-shell.css,Tailwind,shadow-slate-200/60,1
C:\repositories\CanDoItAll\Tailwind\surfaces\cards.css,Tailwind,shadow-slate-200/60,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Cards\SectionCard.razor,BaseLib,shadow-slate-200/60,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Lists\ListDetailShell.razor,BaseLib,shadow-slate-200/60,1
C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Projects\Pages\Components\ProjectsBoard.razor,Modules,shadow-slate-200/60,1
C:\repositories\CanDoItAll\Tailwind\surfaces\cards.css,Tailwind,shadow-slate-200/70,1
C:\repositories\CanDoItAll\Tailwind\controls\buttons.css,Tailwind,shadow-slate-300/50,1
C:\repositories\CanDoItAll\Tailwind\navigation\tabs.css,Tailwind,shadow-slate-900/10,1
C:\repositories\CanDoItAll\Tailwind\navigation\workbench-shell.css,Tailwind,shadow-slate-900/10,1
C:\repositories\CanDoItAll\Tailwind\surfaces\overlays.css,Tailwind,shadow-slate-950/20,1
C:\repositories\CanDoItAll\Tailwind\surfaces\cards.css,Tailwind,shadow-slate-950/25,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Modals\Dialog.razor,BaseLib,shadow-slate-950/25,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Navigation\Steps.razor,BaseLib,shadow-white,1
C:\repositories\CanDoItAll\Tailwind\layout\stats.css,Tailwind,text-amber-700,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Layout\StickyActionFooter.razor,BaseLib,text-amber-700,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\Components\Calendar\CalendarEventEditorModal.razor,CanvasLib,text-amber-700,1
C:\repositories\CanDoItAll\src\CanDoItAll.Web\Components\Layout\MainLayout.razor,WebApp,text-amber-700,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Badges\Badge.razor,BaseLib,text-amber-800,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Badges\StatusBadge.razor,BaseLib,text-amber-800,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Feedback\Alert.razor,BaseLib,text-amber-900,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Feedback\Notification.razor,BaseLib,text-amber-900,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components\Components\Alert.razor,LegacyComponents,text-amber-900,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components\Components\Notification.razor,LegacyComponents,text-amber-900,1
C:\repositories\CanDoItAll\src\CanDoItAll.Web\Components\Pages\Home.razor,WebApp,text-amber-900,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Badges\Badge.razor,BaseLib,text-cyan-700,1
C:\repositories\CanDoItAll\Tailwind\layout\stats.css,Tailwind,text-emerald-700,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Badges\Badge.razor,BaseLib,text-emerald-700,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Badges\StatusBadge.razor,BaseLib,text-emerald-700,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Layout\StickyActionFooter.razor,BaseLib,text-emerald-700,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Navigation\Steps.razor,BaseLib,text-emerald-700,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\Components\Calendar\CalendarCrudBridge.razor,CanvasLib,text-emerald-700,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\Components\Calendar\CalendarEventEditorModal.razor,CanvasLib,text-emerald-700,1
C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Factory\Pages\PromptFactoryPage.razor,Modules,text-emerald-700,1
C:\repositories\CanDoItAll\src\CanDoItAll.Web\Components\Layout\MainLayout.razor,WebApp,text-emerald-700,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Cards\PriceBar.razor,BaseLib,text-emerald-800,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Feedback\Alert.razor,BaseLib,text-emerald-900,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Feedback\Callout.razor,BaseLib,text-emerald-900,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Feedback\Notification.razor,BaseLib,text-emerald-900,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components\Components\Alert.razor,LegacyComponents,text-emerald-900,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components\Components\Notification.razor,LegacyComponents,text-emerald-900,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components\Components\Steps.razor,LegacyComponents,text-emerald-900,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Badges\Badge.razor,BaseLib,text-fuchsia-700,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Feedback\Alert.razor,BaseLib,text-fuchsia-900,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components\Components\Alert.razor,LegacyComponents,text-fuchsia-900,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Forms\CheckBox.razor,BaseLib,text-indigo-600,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components\Components\CheckBox.razor,LegacyComponents,text-indigo-600,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components\Components\Steps.razor,LegacyComponents,text-indigo-900,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components\Components\Tabs.razor,LegacyComponents,text-indigo-900,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Feedback\Alert.razor,BaseLib,text-red-900,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Feedback\Notification.razor,BaseLib,text-red-900,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components\Components\Alert.razor,LegacyComponents,text-red-900,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components\Components\Notification.razor,LegacyComponents,text-red-900,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Badges\StatusBadge.razor,BaseLib,text-rose-700,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Layout\StickyActionFooter.razor,BaseLib,text-rose-700,1
C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Automation\Pages\AutomationPage.razor,Modules,text-rose-700,1
C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Factory\Pages\PromptFactoryPage.razor,Modules,text-rose-700,1
C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Projects\Pages\Components\ProjectModalHost.razor,Modules,text-rose-700,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components\Components\AppTabStrip.razor,LegacyComponents,text-sky-400,1
C:\repositories\CanDoItAll\Tailwind\layout\stats.css,Tailwind,text-sky-700,1
C:\repositories\CanDoItAll\Tailwind\navigation\tabs.css,Tailwind,text-sky-700,1
C:\repositories\CanDoItAll\Tailwind\navigation\workbench-shell.css,Tailwind,text-sky-700,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Badges\Badge.razor,BaseLib,text-sky-700,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Badges\StatusBadge.razor,BaseLib,text-sky-700,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Cards\Compatibility\SheetCardHeading.razor,BaseLib,text-sky-700,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Identity\CreatorSocialLink.razor,BaseLib,text-sky-700,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Layout\StickyActionFooter.razor,BaseLib,text-sky-700,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\Components\Calendar\CalendarExportMenu.razor,CanvasLib,text-sky-700,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components\Components\TunableComponentBoundary.razor,LegacyComponents,text-sky-700,1
C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Validation\Pages\ValidationCenterPage.razor,Modules,text-sky-700,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Identity\CreatorSocialLink.razor,BaseLib,text-sky-800,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\Components\Calendar\CalendarMiniMonthNavigator.razor,CanvasLib,text-sky-800,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Feedback\Alert.razor,BaseLib,text-sky-900,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Feedback\Notification.razor,BaseLib,text-sky-900,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components\Components\Alert.razor,LegacyComponents,text-sky-900,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components\Components\Notification.razor,LegacyComponents,text-sky-900,1
C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Projects\Pages\Components\ProjectModalHost.razor,Modules,text-sky-900,1
C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Resources\Pages\ResourcesPage.razor,Modules,text-sky-900,1
C:\repositories\CanDoItAll\Tailwind\navigation\treeview.css,Tailwind,text-sky-950,1
C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Resources\Pages\ResourcesPage.razor,Modules,text-sky-950,1
C:\repositories\CanDoItAll\Tailwind\navigation\workbench-shell.css,Tailwind,text-slate-100,1
C:\repositories\CanDoItAll\Tailwind\navigation\treeview.css,Tailwind,text-slate-200,1
C:\repositories\CanDoItAll\Tailwind\navigation\treeview.css,Tailwind,text-slate-300,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components\Components\AppShell.razor,LegacyComponents,text-slate-300,1
C:\repositories\CanDoItAll\Tailwind\layout\stats.css,Tailwind,text-slate-400,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\Components\Calendar\CalendarMiniMonthNavigator.razor,CanvasLib,text-slate-400,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components\Components\AppTabStrip.razor,LegacyComponents,text-slate-400,1
C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Projects\Pages\Components\ProjectsBoard.razor,Modules,text-slate-400,1
C:\repositories\CanDoItAll\Tailwind\forms\fields.css,Tailwind,text-slate-500,1
C:\repositories\CanDoItAll\Tailwind\navigation\page-header.css,Tailwind,text-slate-500,1
C:\repositories\CanDoItAll\Tailwind\navigation\tabs.css,Tailwind,text-slate-500,1
C:\repositories\CanDoItAll\Tailwind\navigation\workbench-shell.css,Tailwind,text-slate-500,1
C:\repositories\CanDoItAll\Tailwind\typography\text.css,Tailwind,text-slate-500,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Cards\Compatibility\SheetCardHeading.razor,BaseLib,text-slate-500,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\DataVisualization\Chart.razor,BaseLib,text-slate-500,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Feedback\EmptyState.razor,BaseLib,text-slate-500,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Feedback\LoadingState.razor,BaseLib,text-slate-500,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Lists\MetaList.razor,BaseLib,text-slate-500,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Lists\SelectionListItem.razor,BaseLib,text-slate-500,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Navigation\FilterBar.razor,BaseLib,text-slate-500,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Navigation\SecondaryTabs.razor,BaseLib,text-slate-500,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Typography\MutedInline.razor,BaseLib,text-slate-500,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\Components\Calendar\CalendarCrudBridge.razor,CanvasLib,text-slate-500,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\Components\Calendar\CalendarTimeGridRenderer.razor,CanvasLib,text-slate-500,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.Sandbox\Components\Pages\CanvasBenchmark.razor,Sandbox,text-slate-500,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components\Components\Chart.razor,LegacyComponents,text-slate-500,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components\Components\FormField.razor,LegacyComponents,text-slate-500,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components\Components\TextBlock.razor,LegacyComponents,text-slate-500,1
C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Projects\Pages\Components\ProjectModalHost.razor,Modules,text-slate-500,1
C:\repositories\CanDoItAll\Tailwind\navigation\page-header.css,Tailwind,text-slate-600,1
C:\repositories\CanDoItAll\Tailwind\navigation\treeview.css,Tailwind,text-slate-600,1
C:\repositories\CanDoItAll\Tailwind\typography\text.css,Tailwind,text-slate-600,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Cards\Compatibility\SheetNote.razor,BaseLib,text-slate-600,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Cards\PriceRow.razor,BaseLib,text-slate-600,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Cards\SectionCard.razor,BaseLib,text-slate-600,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Cards\SummaryTile.razor,BaseLib,text-slate-600,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\DataVisualization\Chart.razor,BaseLib,text-slate-600,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Feedback\EmptyState.razor,BaseLib,text-slate-600,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Feedback\LoadingState.razor,BaseLib,text-slate-600,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Forms\FormSection.razor,BaseLib,text-slate-600,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Identity\Avatar.razor,BaseLib,text-slate-600,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Identity\CreatorLine.razor,BaseLib,text-slate-600,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Layout\StickyActionFooter.razor,BaseLib,text-slate-600,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Lists\ListPanelHeader.razor,BaseLib,text-slate-600,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Lists\PlainList.razor,BaseLib,text-slate-600,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Lists\SelectionListItem.razor,BaseLib,text-slate-600,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Modals\Dialog.razor,BaseLib,text-slate-600,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Navigation\LegalTocNav.razor,BaseLib,text-slate-600,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Navigation\SecondaryTabs.razor,BaseLib,text-slate-600,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\Components\Calendar\CalendarCrudBridge.razor,CanvasLib,text-slate-600,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\Components\Calendar\CalendarEventEditorModal.razor,CanvasLib,text-slate-600,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\Components\Calendar\CalendarMiniMonthNavigator.razor,CanvasLib,text-slate-600,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.Sandbox\Components\Layout\MainLayout.razor,Sandbox,text-slate-600,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components\Components\Chart.razor,LegacyComponents,text-slate-600,1
C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Resources\Pages\ResourcesPage.razor,Modules,text-slate-600,1
C:\repositories\CanDoItAll\src\CanDoItAll.Modules.TestLab\Pages\TestLabPage.razor,Modules,text-slate-600,1
C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Workbench\Pages\ProjectCalendarPage.razor,Modules,text-slate-600,1
C:\repositories\CanDoItAll\src\CanDoItAll.Web\Components\Layout\MainLayout.razor,WebApp,text-slate-600,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Badges\Badge.razor,BaseLib,text-slate-700,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Badges\Chip.razor,BaseLib,text-slate-700,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Badges\StatusBadge.razor,BaseLib,text-slate-700,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Cards\PriceBar.razor,BaseLib,text-slate-700,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Feedback\Alert.razor,BaseLib,text-slate-700,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Feedback\Callout.razor,BaseLib,text-slate-700,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Forms\Compatibility\DebugToggle.razor,BaseLib,text-slate-700,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Forms\SettingsSwitchLabel.razor,BaseLib,text-slate-700,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Modals\Dialog.razor,BaseLib,text-slate-700,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Navigation\SecondaryTabs.razor,BaseLib,text-slate-700,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\Components\Calendar\CalendarMiniMonthNavigator.razor,CanvasLib,text-slate-700,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\Components\Calendar\CalendarSelectionPanel.razor,CanvasLib,text-slate-700,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components\Components\Alert.razor,LegacyComponents,text-slate-700,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components\Components\Steps.razor,LegacyComponents,text-slate-700,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components\Components\Tabs.razor,LegacyComponents,text-slate-700,1
C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Resources\Pages\ResourcesPage.razor,Modules,text-slate-700,1
C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Validation\Pages\ValidationCenterPage.razor,Modules,text-slate-700,1
C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Workbench\Pages\ProjectCalendarPage.razor,Modules,text-slate-700,1
C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Workspace\Pages\Components\ProjectStructureAgentSettingsPanel.razor,Modules,text-slate-700,1
