Path,Area,Prefix,Token,Count
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\core\01-foundation.js,CanvasLib,zy,zy-calendar-list-shell,2
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\core\01-foundation.js,CanvasLib,zy,zy-calendar-loading,2
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\core\01-foundation.js,CanvasLib,zy,zy-calendar-mobile-view-field,2
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\controller\02-controller-and-dom.js,CanvasLib,zy,zy-calendar-panel-card,2
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\controller\02-controller-and-dom.js,CanvasLib,zy,zy-calendar-playlist-choice-title,2
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\core\01-foundation.js,CanvasLib,zy,zy-calendar-playlist-event-chip,2
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\controller\03-editor-and-toolbar.js,CanvasLib,zy,zy-calendar-playlist-events,2
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\controller\03-editor-and-toolbar.js,CanvasLib,zy,zy-calendar-playlist-meta,2
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\controller\03-editor-and-toolbar.js,CanvasLib,zy,zy-calendar-playlist-result-actions,2
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\core\01-foundation.js,CanvasLib,zy,zy-calendar-playlist-title,2
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\core\01-foundation.js,CanvasLib,zy,zy-calendar-shell,2
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\core\01-foundation.js,CanvasLib,zy,zy-calendar-stage-shell,2
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\core\01-foundation.js,CanvasLib,zy,zy-calendar-statusbar,2
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\controller\02-controller-and-dom.js,CanvasLib,zy,zy-calendar-toolbar-icon,2
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\core\01-foundation.js,CanvasLib,zy,zy-calendar-toolbar-input,2
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\core\01-foundation.js,CanvasLib,zy,zy-calendar-toolbar-menu-shell,2
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\controller\02-controller-and-dom.js,CanvasLib,zy,zy-calendar-toolbar-nav-icon,2
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\core\01-foundation.js,CanvasLib,zy,zy-calendar-utility-body,2
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\core\01-foundation.js,CanvasLib,zy,zy-calendar-utility-list,2
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Forms\Compatibility\ProfileToggle.razor,BaseLib,zy,zy-seller-profile-toggle,2
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Cards\Compatibility\SheetCard.razor,BaseLib,zy,zy-sheet-card,2
C:\repositories\CanDoItAll\Tailwind\forms\tag-editor.css,Tailwind,zy,zy-sheet-field,2
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Forms\Compatibility\SheetField.razor,BaseLib,zy,zy-sheet-field,2
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Cards\Compatibility\SheetGrid.razor,BaseLib,zy,zy-sheet-grid,2
C:\repositories\CanDoItAll\Tailwind\layout\sheets.css,Tailwind,zy,zy-sheet-toolbar-actions,2
C:\repositories\CanDoItAll\Tailwind\layout\sheets.css,Tailwind,zy,zy-sheet-toolbar-row,2
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Navigation\Tabs.razor.css,BaseLib,zy,zy-tabs-tab-font-weight,2
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Navigation\Tabs.razor.css,BaseLib,zy,zy-tabs-tab-shadow,2
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Layout\WorkspaceSplit.razor.css,BaseLib,zy,zy-workspace-split,2
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\core\01-foundation.js,CanvasLib,zy,zy-cal-accent-soft,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\core\01-foundation.js,CanvasLib,zy,zy-cal-border-strong,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\core\01-foundation.js,CanvasLib,zy,zy-cal-success,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\controller\02-controller-and-dom.js,CanvasLib,zy,zy-calendar-backdrop,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\controller\02-controller-and-dom.js,CanvasLib,zy,zy-calendar-body,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\controller\03-editor-and-toolbar.js,CanvasLib,zy,zy-calendar-button-danger,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\controller\03-editor-and-toolbar.js,CanvasLib,zy,zy-calendar-button-primary,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\controller\02-controller-and-dom.js,CanvasLib,zy,zy-calendar-canvas,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\controller\02-controller-and-dom.js,CanvasLib,zy,zy-calendar-canvas-shell,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\core\01-foundation.js,CanvasLib,zy,zy-calendar-canvas-shell,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\core\01-foundation.js,CanvasLib,zy,zy-calendar-chip,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\core\01-foundation.js,CanvasLib,zy,zy-calendar-chip-muted,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\core\01-foundation.js,CanvasLib,zy,zy-calendar-chip-ok,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\core\01-foundation.js,CanvasLib,zy,zy-calendar-chip-row,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\core\01-foundation.js,CanvasLib,zy,zy-calendar-chip-warn,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\controller\02-controller-and-dom.js,CanvasLib,zy,zy-calendar-choice-backdrop,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\controller\02-controller-and-dom.js,CanvasLib,zy,zy-calendar-choice-dialog,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\core\01-foundation.js,CanvasLib,zy,zy-calendar-choice-dialog,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\controller\02-controller-and-dom.js,CanvasLib,zy,zy-calendar-editor,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\controller\02-controller-and-dom.js,CanvasLib,zy,zy-calendar-editor-body,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\core\01-foundation.js,CanvasLib,zy,zy-calendar-editor-checkbox,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\core\01-foundation.js,CanvasLib,zy,zy-calendar-editor-field,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\controller\02-controller-and-dom.js,CanvasLib,zy,zy-calendar-editor-footer,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\controller\02-controller-and-dom.js,CanvasLib,zy,zy-calendar-editor-header,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\core\01-foundation.js,CanvasLib,zy,zy-calendar-editor-inline,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\core\01-foundation.js,CanvasLib,zy,zy-calendar-editor-label,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\controller\02-controller-and-dom.js,CanvasLib,zy,zy-calendar-editor-note,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\core\01-foundation.js,CanvasLib,zy,zy-calendar-editor-note,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\core\01-foundation.js,CanvasLib,zy,zy-calendar-editor-title,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\controller\02-controller-and-dom.js,CanvasLib,zy,zy-calendar-empty-state,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\core\01-foundation.js,CanvasLib,zy,zy-calendar-empty-state,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\controller\02-controller-and-dom.js,CanvasLib,zy,zy-calendar-event-actions,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\core\01-foundation.js,CanvasLib,zy,zy-calendar-event-actions,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\controller\02-controller-and-dom.js,CanvasLib,zy,zy-calendar-event-meta,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\core\01-foundation.js,CanvasLib,zy,zy-calendar-event-meta,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\controller\02-controller-and-dom.js,CanvasLib,zy,zy-calendar-event-meta-item,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\core\01-foundation.js,CanvasLib,zy,zy-calendar-event-meta-item,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\controller\02-controller-and-dom.js,CanvasLib,zy,zy-calendar-event-meta-label,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\core\01-foundation.js,CanvasLib,zy,zy-calendar-event-meta-label,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\controller\02-controller-and-dom.js,CanvasLib,zy,zy-calendar-event-meta-value,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\core\01-foundation.js,CanvasLib,zy,zy-calendar-event-meta-value,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\Components\Calendar\CanvasCalendar.razor,CanvasLib,zy,zy-calendar-host-workspace,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\controller\02-controller-and-dom.js,CanvasLib,zy,zy-calendar-host-workspace,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\controller\02-controller-and-dom.js,CanvasLib,zy,zy-calendar-list-actions,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\core\01-foundation.js,CanvasLib,zy,zy-calendar-list-actions,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\core\01-foundation.js,CanvasLib,zy,zy-calendar-list-col-actions,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\controller\02-controller-and-dom.js,CanvasLib,zy,zy-calendar-list-header,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\core\01-foundation.js,CanvasLib,zy,zy-calendar-list-header,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\controller\02-controller-and-dom.js,CanvasLib,zy,zy-calendar-list-row-meta,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\core\01-foundation.js,CanvasLib,zy,zy-calendar-list-row-meta,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\controller\02-controller-and-dom.js,CanvasLib,zy,zy-calendar-list-row-title,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\core\01-foundation.js,CanvasLib,zy,zy-calendar-list-row-title,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\controller\02-controller-and-dom.js,CanvasLib,zy,zy-calendar-list-shell,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\controller\02-controller-and-dom.js,CanvasLib,zy,zy-calendar-list-table,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\controller\02-controller-and-dom.js,CanvasLib,zy,zy-calendar-list-table-wrap,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\core\01-foundation.js,CanvasLib,zy,zy-calendar-list-table-wrap,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\controller\02-controller-and-dom.js,CanvasLib,zy,zy-calendar-live-region,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\core\01-foundation.js,CanvasLib,zy,zy-calendar-live-region,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\controller\02-controller-and-dom.js,CanvasLib,zy,zy-calendar-loading,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\controller\02-controller-and-dom.js,CanvasLib,zy,zy-calendar-mobile-view-field,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\controller\02-controller-and-dom.js,CanvasLib,zy,zy-calendar-mobile-view-select,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\controller\02-controller-and-dom.js,CanvasLib,zy,zy-calendar-panel,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\core\01-foundation.js,CanvasLib,zy,zy-calendar-panel-card,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\core\01-foundation.js,CanvasLib,zy,zy-calendar-panel-copy,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\core\01-foundation.js,CanvasLib,zy,zy-calendar-panel-kicker,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\core\01-foundation.js,CanvasLib,zy,zy-calendar-panel-title,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\controller\02-controller-and-dom.js,CanvasLib,zy,zy-calendar-period-label,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\core\01-foundation.js,CanvasLib,zy,zy-calendar-period-label,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\controller\02-controller-and-dom.js,CanvasLib,zy,zy-calendar-period-subtitle,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\core\01-foundation.js,CanvasLib,zy,zy-calendar-period-subtitle,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\controller\03-editor-and-toolbar.js,CanvasLib,zy,zy-calendar-playlist-card,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\core\01-foundation.js,CanvasLib,zy,zy-calendar-playlist-card,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\controller\03-editor-and-toolbar.js,CanvasLib,zy,zy-calendar-playlist-card-head,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\core\01-foundation.js,CanvasLib,zy,zy-calendar-playlist-card-head,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\core\01-foundation.js,CanvasLib,zy,zy-calendar-playlist-events,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\controller\02-controller-and-dom.js,CanvasLib,zy,zy-calendar-playlist-list,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\core\01-foundation.js,CanvasLib,zy,zy-calendar-playlist-list,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\core\01-foundation.js,CanvasLib,zy,zy-calendar-playlist-meta,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\controller\03-editor-and-toolbar.js,CanvasLib,zy,zy-calendar-playlist-result,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\core\01-foundation.js,CanvasLib,zy,zy-calendar-playlist-result,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\core\01-foundation.js,CanvasLib,zy,zy-calendar-playlist-result-actions,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\controller\03-editor-and-toolbar.js,CanvasLib,zy,zy-calendar-playlist-result-head,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\core\01-foundation.js,CanvasLib,zy,zy-calendar-playlist-result-head,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\controller\02-controller-and-dom.js,CanvasLib,zy,zy-calendar-playlist-results,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\core\01-foundation.js,CanvasLib,zy,zy-calendar-playlist-results,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\controller\02-controller-and-dom.js,CanvasLib,zy,zy-calendar-playlist-search,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\core\01-foundation.js,CanvasLib,zy,zy-calendar-playlist-search,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\controller\02-controller-and-dom.js,CanvasLib,zy,zy-calendar-scope-switcher,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\core\01-foundation.js,CanvasLib,zy,zy-calendar-scope-switcher,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\controller\02-controller-and-dom.js,CanvasLib,zy,zy-calendar-shell,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\controller\02-controller-and-dom.js,CanvasLib,zy,zy-calendar-shell-workspace,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\controller\02-controller-and-dom.js,CanvasLib,zy,zy-calendar-stage,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\core\01-foundation.js,CanvasLib,zy,zy-calendar-stage,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\controller\02-controller-and-dom.js,CanvasLib,zy,zy-calendar-stage-shell,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\controller\02-controller-and-dom.js,CanvasLib,zy,zy-calendar-stat,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\core\01-foundation.js,CanvasLib,zy,zy-calendar-stat,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\controller\02-controller-and-dom.js,CanvasLib,zy,zy-calendar-stat-grid,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\core\01-foundation.js,CanvasLib,zy,zy-calendar-stat-grid,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\controller\02-controller-and-dom.js,CanvasLib,zy,zy-calendar-stat-label,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\core\01-foundation.js,CanvasLib,zy,zy-calendar-stat-label,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\controller\02-controller-and-dom.js,CanvasLib,zy,zy-calendar-stat-value,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\core\01-foundation.js,CanvasLib,zy,zy-calendar-stat-value,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\controller\02-controller-and-dom.js,CanvasLib,zy,zy-calendar-statusbar,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\controller\02-controller-and-dom.js,CanvasLib,zy,zy-calendar-toolbar,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\core\01-foundation.js,CanvasLib,zy,zy-calendar-toolbar-divider,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\core\01-foundation.js,CanvasLib,zy,zy-calendar-toolbar-group,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\core\01-foundation.js,CanvasLib,zy,zy-calendar-toolbar-icon,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\controller\02-controller-and-dom.js,CanvasLib,zy,zy-calendar-toolbar-input,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\controller\02-controller-and-dom.js,CanvasLib,zy,zy-calendar-toolbar-menu-popover,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\controller\02-controller-and-dom.js,CanvasLib,zy,zy-calendar-toolbar-menu-shell,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\controller\02-controller-and-dom.js,CanvasLib,zy,zy-calendar-toolbar-meta,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\core\01-foundation.js,CanvasLib,zy,zy-calendar-toolbar-meta,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\core\01-foundation.js,CanvasLib,zy,zy-calendar-toolbar-nav-icon,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\controller\02-controller-and-dom.js,CanvasLib,zy,zy-calendar-utility-backdrop,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\controller\02-controller-and-dom.js,CanvasLib,zy,zy-calendar-utility-body,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\controller\02-controller-and-dom.js,CanvasLib,zy,zy-calendar-utility-dialog,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\core\01-foundation.js,CanvasLib,zy,zy-calendar-utility-dialog,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\controller\02-controller-and-dom.js,CanvasLib,zy,zy-calendar-utility-footer,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\core\01-foundation.js,CanvasLib,zy,zy-calendar-utility-footer,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\controller\02-controller-and-dom.js,CanvasLib,zy,zy-calendar-utility-header,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\core\01-foundation.js,CanvasLib,zy,zy-calendar-utility-header,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\controller\02-controller-and-dom.js,CanvasLib,zy,zy-calendar-utility-list,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\core\01-foundation.js,CanvasLib,zy,zy-calendar-utility-title,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\controller\02-controller-and-dom.js,CanvasLib,zy,zy-calendar-view-switcher,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\js\calendar\core\01-foundation.js,CanvasLib,zy,zy-canvas-calendar-styles,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\Components\Shared\Assets\CanvasLibBodyAssets.razor,CanvasLib,zy,zy-canvas-primitives,1
C:\repositories\CanDoItAll\Tailwind\controls\buttons.css,Tailwind,zy,zy-card-button,1
C:\repositories\CanDoItAll\Tailwind\controls\buttons.css,Tailwind,zy,zy-card-button--ghost,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Buttons\Button.razor,BaseLib,zy,zy-card-button--ghost,1
C:\repositories\CanDoItAll\Tailwind\controls\buttons.css,Tailwind,zy,zy-card-button--warn,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Buttons\Button.razor,BaseLib,zy,zy-card-button--warn,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Forms\Compatibility\ProfileField.razor,BaseLib,zy,zy-seller-profile-field--compact,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Forms\Compatibility\ProfileField.razor,BaseLib,zy,zy-seller-profile-field--full,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Forms\Compatibility\ProfileField.razor,BaseLib,zy,zy-seller-profile-field--third,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Forms\Compatibility\ProfileToggle.razor,BaseLib,zy,zy-seller-profile-toggle--compact,1
C:\repositories\CanDoItAll\Tailwind\layout\sheets.css,Tailwind,zy,zy-sheet-card,1
C:\repositories\CanDoItAll\Tailwind\layout\sheets.css,Tailwind,zy,zy-sheet-card--package,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Cards\Compatibility\SheetCard.razor,BaseLib,zy,zy-sheet-card--package,1
C:\repositories\CanDoItAll\Tailwind\layout\sheets.css,Tailwind,zy,zy-sheet-field,1
C:\repositories\CanDoItAll\Tailwind\layout\sheets.css,Tailwind,zy,zy-sheet-field--search,1
C:\repositories\CanDoItAll\Tailwind\layout\sheets.css,Tailwind,zy,zy-sheet-field--submit-wrap,1
C:\repositories\CanDoItAll\Tailwind\layout\sheets.css,Tailwind,zy,zy-sheet-field--tag,1
