Inventory Id,Category,Project,Relative Path,Absolute Path,Line,Current Match,Current Token,Token Kind,Current State,Decision,Proposed Material Icon,Migration Status,Owner Subbundle,Validation Notes
ICON-117,icon-token-assignment,CanDoItAll.Modules.Factory,src/CanDoItAll.Modules.Factory/CanvasAdapters/PromptFactorySessionGraphAdapter.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Factory\CanvasAdapters\PromptFactorySessionGraphAdapter.cs,182,"Icon = ""SC"",",SC,shorthand badge,Token source or pass-through icon assignment needs mapping review.,Mapped,grid_view,Completed,04 Non-canvas app and module icon adoption,Code migration complete. dotnet build passes. Browser proof still pending.
ICON-118,icon-token-assignment,CanDoItAll.Modules.Factory,src/CanDoItAll.Modules.Factory/CanvasAdapters/PromptFactorySessionGraphAdapter.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Factory\CanvasAdapters\PromptFactorySessionGraphAdapter.cs,213,"Icon = ""GR"",",GR,shorthand badge,Token source or pass-through icon assignment needs mapping review.,Mapped,folder,Completed,04 Non-canvas app and module icon adoption,Code migration complete. dotnet build passes. Browser proof still pending.
ICON-119,icon-token-assignment,CanDoItAll.Modules.Factory,src/CanDoItAll.Modules.Factory/CanvasAdapters/PromptFactorySessionGraphAdapter.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Factory\CanvasAdapters\PromptFactorySessionGraphAdapter.cs,239,"Icon = ""BL"",",BL,shorthand badge,Token source or pass-through icon assignment needs mapping review.,Mapped,extension,Completed,04 Non-canvas app and module icon adoption,Code migration complete. dotnet build passes. Browser proof still pending.
ICON-120,icon-token-assignment,CanDoItAll.Modules.Factory,src/CanDoItAll.Modules.Factory/CanvasAdapters/PromptFactorySessionGraphAdapter.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Factory\CanvasAdapters\PromptFactorySessionGraphAdapter.cs,283,"Icon = ""PF"",",PF,shorthand badge,Token source or pass-through icon assignment needs mapping review.,Mapped,auto_awesome,Completed,04 Non-canvas app and module icon adoption,Code migration complete. dotnet build passes. Browser proof still pending.
ICON-121,icon-token-assignment,CanDoItAll.Modules.Factory,src/CanDoItAll.Modules.Factory/CanvasAdapters/PromptFactorySessionGraphAdapter.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Factory\CanvasAdapters\PromptFactorySessionGraphAdapter.cs,368,"Icon = ""ST"",",ST,shorthand badge,Token source or pass-through icon assignment needs mapping review.,Mapped,format_list_numbered,Completed,04 Non-canvas app and module icon adoption,Code migration complete. dotnet build passes. Browser proof still pending.
ICON-122,icon-token-assignment,CanDoItAll.Modules.Factory,src/CanDoItAll.Modules.Factory/CanvasAdapters/PromptFactorySessionGraphAdapter.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Factory\CanvasAdapters\PromptFactorySessionGraphAdapter.cs,450,"Icon = ""SET"",",SET,shorthand badge,Token source or pass-through icon assignment needs mapping review.,Mapped,settings,Completed,04 Non-canvas app and module icon adoption,Code migration complete. dotnet build passes. Browser proof still pending.
ICON-123,icon-token-assignment,CanDoItAll.Modules.Factory,src/CanDoItAll.Modules.Factory/CanvasAdapters/PromptFactorySessionGraphAdapter.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Factory\CanvasAdapters\PromptFactorySessionGraphAdapter.cs,478,"Icon = ""session"",",session,named token,Token source or pass-through icon assignment needs mapping review.,Mapped,web_asset,Completed,04 Non-canvas app and module icon adoption,Token now resolves to a Material icon through direct source values or the shared catalog.
ICON-124,icon-token-assignment,CanDoItAll.Modules.Factory,src/CanDoItAll.Modules.Factory/CanvasAdapters/PromptFactorySessionGraphAdapter.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Factory\CanvasAdapters\PromptFactorySessionGraphAdapter.cs,509,"Icon = ""IN"",",IN,shorthand badge,Token source or pass-through icon assignment needs mapping review.,Mapped,input,Completed,04 Non-canvas app and module icon adoption,Code migration complete. dotnet build passes. Browser proof still pending.
ICON-125,icon-token-assignment,CanDoItAll.Modules.Factory,src/CanDoItAll.Modules.Factory/CanvasAdapters/PromptFactorySessionGraphAdapter.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Factory\CanvasAdapters\PromptFactorySessionGraphAdapter.cs,739,"new() { ActionId = ""branch"", Label = ""Branch"", Icon = ""fork"", Tone = ""accent"" },",fork,named token,Token source or pass-through icon assignment needs mapping review.,Mapped,call_split,Completed,04 Non-canvas app and module icon adoption,Token now resolves to a Material icon through direct source values or the shared catalog.
ICON-126,icon-token-assignment,CanDoItAll.Modules.Factory,src/CanDoItAll.Modules.Factory/CanvasAdapters/PromptFactorySessionGraphAdapter.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Factory\CanvasAdapters\PromptFactorySessionGraphAdapter.cs,740,"new() { ActionId = ""mark-used"", Label = ""Used"", Icon = ""use"", Tone = ""mint"" },",use,named token,Token source or pass-through icon assignment needs mapping review.,Mapped,done_all,Completed,04 Non-canvas app and module icon adoption,Token now resolves to a Material icon through direct source values or the shared catalog.
ICON-127,icon-token-assignment,CanDoItAll.Modules.Factory,src/CanDoItAll.Modules.Factory/CanvasAdapters/PromptFactorySessionGraphAdapter.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Factory\CanvasAdapters\PromptFactorySessionGraphAdapter.cs,741,"new() { ActionId = ""validate-node"", Label = ""Validate"", Icon = ""qa"", Tone = ""mint"" },",qa,named token,Token source or pass-through icon assignment needs mapping review.,Mapped,fact_check,Completed,04 Non-canvas app and module icon adoption,Token now resolves to a Material icon through direct source values or the shared catalog.
ICON-128,icon-token-assignment,CanDoItAll.Modules.Factory,src/CanDoItAll.Modules.Factory/CanvasAdapters/PromptFactorySessionGraphAdapter.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Factory\CanvasAdapters\PromptFactorySessionGraphAdapter.cs,742,"new() { ActionId = ""skip-node"", Label = ""Skip"", Icon = ""skip"", Tone = ""warn"" },",skip,named token,Token source or pass-through icon assignment needs mapping review.,Mapped,skip_next,Completed,04 Non-canvas app and module icon adoption,Token now resolves to a Material icon through direct source values or the shared catalog.
ICON-129,icon-token-assignment,CanDoItAll.Modules.Factory,src/CanDoItAll.Modules.Factory/CanvasAdapters/PromptFactorySessionGraphAdapter.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Factory\CanvasAdapters\PromptFactorySessionGraphAdapter.cs,743,"new() { ActionId = ""open-prompt"", Label = ""Open"", Icon = ""open"", Tone = ""ghost"" }",open,named token,Token source or pass-through icon assignment needs mapping review.,Mapped,open_in_new,Completed,04 Non-canvas app and module icon adoption,Token now resolves to a Material icon through direct source values or the shared catalog.
ICON-130,icon-token-assignment,CanDoItAll.Modules.Factory,src/CanDoItAll.Modules.Factory/CanvasAdapters/PromptFactorySessionGraphAdapter.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Factory\CanvasAdapters\PromptFactorySessionGraphAdapter.cs,794,"Icon = ""SET""",SET,shorthand badge,Token source or pass-through icon assignment needs mapping review.,Mapped,settings,Completed,04 Non-canvas app and module icon adoption,Code migration complete. dotnet build passes. Browser proof still pending.
ICON-131,icon-token-assignment,CanDoItAll.Modules.Factory,src/CanDoItAll.Modules.Factory/CanvasAdapters/PromptFactorySessionGraphAdapter.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Factory\CanvasAdapters\PromptFactorySessionGraphAdapter.cs,818,"Icon = ""QA""",QA,shorthand badge,Token source or pass-through icon assignment needs mapping review.,Mapped,fact_check,Completed,04 Non-canvas app and module icon adoption,Code migration complete. dotnet build passes. Browser proof still pending.
ICON-132,icon-token-assignment,CanDoItAll.Modules.Factory,src/CanDoItAll.Modules.Factory/CanvasAdapters/PromptFactorySessionGraphAdapter.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Factory\CanvasAdapters\PromptFactorySessionGraphAdapter.cs,836,"Icon = ""QA""",QA,shorthand badge,Token source or pass-through icon assignment needs mapping review.,Mapped,fact_check,Completed,04 Non-canvas app and module icon adoption,Code migration complete. dotnet build passes. Browser proof still pending.
ICON-133,icon-token-assignment,CanDoItAll.Modules.Factory,src/CanDoItAll.Modules.Factory/CanvasAdapters/PromptFactorySessionGraphAdapter.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Factory\CanvasAdapters\PromptFactorySessionGraphAdapter.cs,859,"Icon = ""QA"",",QA,shorthand badge,Token source or pass-through icon assignment needs mapping review.,Mapped,fact_check,Completed,04 Non-canvas app and module icon adoption,Code migration complete. dotnet build passes. Browser proof still pending.
ICON-134,icon-token-assignment,CanDoItAll.Modules.Factory,src/CanDoItAll.Modules.Factory/CanvasAdapters/PromptFactorySessionGraphAdapter.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Factory\CanvasAdapters\PromptFactorySessionGraphAdapter.cs,872,"Icon = ""QA"",",QA,shorthand badge,Token source or pass-through icon assignment needs mapping review.,Mapped,fact_check,Completed,04 Non-canvas app and module icon adoption,Code migration complete. dotnet build passes. Browser proof still pending.
ICON-135,icon-token-assignment,CanDoItAll.Modules.Factory,src/CanDoItAll.Modules.Factory/CanvasAdapters/PromptRunBranchLane.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Factory\CanvasAdapters\PromptRunBranchLane.cs,21,"Icon = ""BR"",",BR,shorthand badge,Token source or pass-through icon assignment needs mapping review.,Mapped,call_split,Completed,04 Non-canvas app and module icon adoption,Code migration complete. dotnet build passes. Browser proof still pending.
ICON-136,icon-token-assignment,CanDoItAll.Modules.Factory,src/CanDoItAll.Modules.Factory/CanvasAdapters/PromptRunBranchLane.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Factory\CanvasAdapters\PromptRunBranchLane.cs,66,"new CanvasWorkbenchAction { ActionId = ""build-flow"", Label = ""Build"", Icon = ""flow"", Tone = ""mint"" },",flow,named token,Token source or pass-through icon assignment needs mapping review.,Mapped,account_tree,Completed,04 Non-canvas app and module icon adoption,Token now resolves to a Material icon through direct source values or the shared catalog.
ICON-137,icon-token-assignment,CanDoItAll.Modules.Factory,src/CanDoItAll.Modules.Factory/CanvasAdapters/PromptRunBranchLane.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Factory\CanvasAdapters\PromptRunBranchLane.cs,67,"new CanvasWorkbenchAction { ActionId = ""branch-selected"", Label = ""Branch"", Icon = ""fork"", Tone = ""warn"" }",fork,named token,Token source or pass-through icon assignment needs mapping review.,Mapped,call_split,Completed,04 Non-canvas app and module icon adoption,Token now resolves to a Material icon through direct source values or the shared catalog.
ICON-138,icon-token-assignment,CanDoItAll.Modules.Factory,src/CanDoItAll.Modules.Factory/CanvasAdapters/PromptSessionAttachmentNode.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Factory\CanvasAdapters\PromptSessionAttachmentNode.cs,18,"Icon = ResolveIcon(attachment),",,none,Token source or pass-through icon assignment needs mapping review.,Mapped,Dynamic material mapping,Completed,04 Non-canvas app and module icon adoption,Expression-based icon source now renders through the shared Material icon component.
ICON-139,icon-token-assignment,CanDoItAll.Modules.Factory,src/CanDoItAll.Modules.Factory/CanvasAdapters/RecommendationOverlay.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Factory\CanvasAdapters\RecommendationOverlay.cs,96,"Icon = ""!"",",!,raw glyph or text icon,Token source or pass-through icon assignment needs mapping review.,Mapped,priority_high,Completed,04 Non-canvas app and module icon adoption,Code migration complete. dotnet build passes. Browser proof still pending.
ICON-140,icon-token-assignment,CanDoItAll.Modules.Factory,src/CanDoItAll.Modules.Factory/CanvasAdapters/RecommendationOverlay.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Factory\CanvasAdapters\RecommendationOverlay.cs,118,"Icon = ""REC"",",REC,shorthand badge,Token source or pass-through icon assignment needs mapping review.,Mapped,auto_awesome,Completed,04 Non-canvas app and module icon adoption,Code migration complete. dotnet build passes. Browser proof still pending.
ICON-141,icon-token-assignment,CanDoItAll.Modules.Factory,src/CanDoItAll.Modules.Factory/CanvasAdapters/RecommendationOverlay.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Factory\CanvasAdapters\RecommendationOverlay.cs,140,"Icon = ""REC""",REC,shorthand badge,Token source or pass-through icon assignment needs mapping review.,Mapped,auto_awesome,Completed,04 Non-canvas app and module icon adoption,Code migration complete. dotnet build passes. Browser proof still pending.
ICON-142,icon-token-assignment,CanDoItAll.Modules.Factory,src/CanDoItAll.Modules.Factory/CanvasAdapters/RecommendationOverlay.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Factory\CanvasAdapters\RecommendationOverlay.cs,161,"Icon = ""BR"",",BR,shorthand badge,Token source or pass-through icon assignment needs mapping review.,Mapped,call_split,Completed,04 Non-canvas app and module icon adoption,Code migration complete. dotnet build passes. Browser proof still pending.
ICON-143,icon-token-assignment,CanDoItAll.Modules.Factory,src/CanDoItAll.Modules.Factory/Pages/PromptFactoryPage.Catalog.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Factory\Pages\PromptFactoryPage.Catalog.cs,88,"Icon = ""BP"",",BP,shorthand badge,Token source or pass-through icon assignment needs mapping review.,Mapped,design_services,Completed,04 Non-canvas app and module icon adoption,Code migration complete. dotnet build passes. Browser proof still pending.
ICON-144,icon-token-assignment,CanDoItAll.Modules.Factory,src/CanDoItAll.Modules.Factory/Pages/PromptFactoryPage.Catalog.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Factory\Pages\PromptFactoryPage.Catalog.cs,121,"Icon = ""FL"",",FL,shorthand badge,Token source or pass-through icon assignment needs mapping review.,Mapped,account_tree,Completed,04 Non-canvas app and module icon adoption,Code migration complete. dotnet build passes. Browser proof still pending.
ICON-145,icon-token-assignment,CanDoItAll.Modules.Factory,src/CanDoItAll.Modules.Factory/Pages/PromptFactoryPage.Catalog.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Factory\Pages\PromptFactoryPage.Catalog.cs,160,"Icon = ""CP"",",CP,shorthand badge,Token source or pass-through icon assignment needs mapping review.,Mapped,widgets,Completed,04 Non-canvas app and module icon adoption,Code migration complete. dotnet build passes. Browser proof still pending.
ICON-146,icon-token-assignment,CanDoItAll.Modules.Factory,src/CanDoItAll.Modules.Factory/Pages/PromptFactoryPage.Catalog.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Factory\Pages\PromptFactoryPage.Catalog.cs,199,"Icon = ""SC"",",SC,shorthand badge,Token source or pass-through icon assignment needs mapping review.,Mapped,grid_view,Completed,04 Non-canvas app and module icon adoption,Code migration complete. dotnet build passes. Browser proof still pending.
ICON-147,icon-token-assignment,CanDoItAll.Modules.Factory,src/CanDoItAll.Modules.Factory/Pages/PromptFactoryPage.Catalog.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Factory\Pages\PromptFactoryPage.Catalog.cs,230,"Icon = ""GR"",",GR,shorthand badge,Token source or pass-through icon assignment needs mapping review.,Mapped,folder,Completed,04 Non-canvas app and module icon adoption,Code migration complete. dotnet build passes. Browser proof still pending.
ICON-148,icon-token-assignment,CanDoItAll.Modules.Factory,src/CanDoItAll.Modules.Factory/Pages/PromptFactoryPage.Catalog.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Factory\Pages\PromptFactoryPage.Catalog.cs,256,"Icon = ""BL"",",BL,shorthand badge,Token source or pass-through icon assignment needs mapping review.,Mapped,extension,Completed,04 Non-canvas app and module icon adoption,Code migration complete. dotnet build passes. Browser proof still pending.
ICON-149,icon-token-assignment,CanDoItAll.Modules.Factory,src/CanDoItAll.Modules.Factory/Pages/PromptFactoryPage.Catalog.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Factory\Pages\PromptFactoryPage.Catalog.cs,298,"Icon = ""SET"",",SET,shorthand badge,Token source or pass-through icon assignment needs mapping review.,Mapped,settings,Completed,04 Non-canvas app and module icon adoption,Code migration complete. dotnet build passes. Browser proof still pending.
ICON-150,icon-token-assignment,CanDoItAll.Modules.Factory,src/CanDoItAll.Modules.Factory/Pages/PromptFactoryPage.Catalog.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Factory\Pages\PromptFactoryPage.Catalog.cs,325,"Icon = ""session"",",session,named token,Token source or pass-through icon assignment needs mapping review.,Mapped,web_asset,Completed,04 Non-canvas app and module icon adoption,Token now resolves to a Material icon through direct source values or the shared catalog.
ICON-151,icon-token-assignment,CanDoItAll.Modules.Factory,src/CanDoItAll.Modules.Factory/Pages/PromptFactoryPage.Catalog.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Factory\Pages\PromptFactoryPage.Catalog.cs,353,"Icon = ""IN"",",IN,shorthand badge,Token source or pass-through icon assignment needs mapping review.,Mapped,input,Completed,04 Non-canvas app and module icon adoption,Code migration complete. dotnet build passes. Browser proof still pending.
ICON-152,icon-token-assignment,CanDoItAll.Modules.Factory,src/CanDoItAll.Modules.Factory/Pages/PromptFactoryPage.Catalog.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Factory\Pages\PromptFactoryPage.Catalog.cs,378,"Icon = ResolveAttachmentNodeIcon(attachment),",,none,Token source or pass-through icon assignment needs mapping review.,Mapped,Dynamic material mapping,Completed,04 Non-canvas app and module icon adoption,Expression-based icon source now renders through the shared Material icon component.
ICON-153,icon-token-assignment,CanDoItAll.Modules.Factory,src/CanDoItAll.Modules.Factory/Pages/PromptFactoryPage.razor,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Factory\Pages\PromptFactoryPage.razor,1841,"SelectedComponentName=""@selectedComponentNode?.Name""",@selectedComponentNode?.Name,dynamic expression,Token source or pass-through icon assignment needs mapping review.,Exclude,,Excluded - false positive,04 Non-canvas app and module icon adoption,False positive from selected component display-name binding; no icon token migration required.
ICON-154,icon-token-assignment,CanDoItAll.Modules.Factory,src/CanDoItAll.Modules.Factory/Pages/PromptFactoryPage.razor,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Factory\Pages\PromptFactoryPage.razor,2072,"Icon = ""PF"",",PF,shorthand badge,Token source or pass-through icon assignment needs mapping review.,Mapped,auto_awesome,Completed,04 Non-canvas app and module icon adoption,Code migration complete. dotnet build passes. Browser proof still pending.
ICON-155,icon-token-assignment,CanDoItAll.Modules.Factory,src/CanDoItAll.Modules.Factory/Pages/PromptFactoryPage.razor,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Factory\Pages\PromptFactoryPage.razor,2148,"Icon = ""BR"",",BR,shorthand badge,Token source or pass-through icon assignment needs mapping review.,Mapped,call_split,Completed,04 Non-canvas app and module icon adoption,Code migration complete. dotnet build passes. Browser proof still pending.
ICON-156,icon-token-assignment,CanDoItAll.Modules.Factory,src/CanDoItAll.Modules.Factory/Pages/PromptFactoryPage.razor,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Factory\Pages\PromptFactoryPage.razor,2170,"new CanvasWorkbenchAction { ActionId = ""build-flow"", Label = ""Build"", Icon = ""flow"", Tone = ""mint"" },",flow,named token,Token source or pass-through icon assignment needs mapping review.,Mapped,account_tree,Completed,04 Non-canvas app and module icon adoption,Token now resolves to a Material icon through direct source values or the shared catalog.
ICON-157,icon-token-assignment,CanDoItAll.Modules.Factory,src/CanDoItAll.Modules.Factory/Pages/PromptFactoryPage.razor,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Factory\Pages\PromptFactoryPage.razor,2171,"new CanvasWorkbenchAction { ActionId = ""branch-selected"", Label = ""Branch"", Icon = ""fork"", Tone = ""warn"" }",fork,named token,Token source or pass-through icon assignment needs mapping review.,Mapped,call_split,Completed,04 Non-canvas app and module icon adoption,Token now resolves to a Material icon through direct source values or the shared catalog.
ICON-158,icon-token-assignment,CanDoItAll.Modules.Factory,src/CanDoItAll.Modules.Factory/Pages/PromptFactoryPage.razor,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Factory\Pages\PromptFactoryPage.razor,2189,"Icon = ""ST"",",ST,shorthand badge,Token source or pass-through icon assignment needs mapping review.,Mapped,format_list_numbered,Completed,04 Non-canvas app and module icon adoption,Code migration complete. dotnet build passes. Browser proof still pending.
ICON-159,icon-token-assignment,CanDoItAll.Modules.Factory,src/CanDoItAll.Modules.Factory/Pages/PromptFactoryPage.razor,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Factory\Pages\PromptFactoryPage.razor,2260,"new() { ActionId = ""branch"", Label = ""Branch"", Icon = ""fork"", Tone = ""accent"" },",fork,named token,Token source or pass-through icon assignment needs mapping review.,Mapped,call_split,Completed,04 Non-canvas app and module icon adoption,Token now resolves to a Material icon through direct source values or the shared catalog.
ICON-160,icon-token-assignment,CanDoItAll.Modules.Factory,src/CanDoItAll.Modules.Factory/Pages/PromptFactoryPage.razor,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Factory\Pages\PromptFactoryPage.razor,2261,"new() { ActionId = ""mark-used"", Label = ""Used"", Icon = ""use"", Tone = ""mint"" },",use,named token,Token source or pass-through icon assignment needs mapping review.,Mapped,done_all,Completed,04 Non-canvas app and module icon adoption,Token now resolves to a Material icon through direct source values or the shared catalog.
ICON-161,icon-token-assignment,CanDoItAll.Modules.Factory,src/CanDoItAll.Modules.Factory/Pages/PromptFactoryPage.razor,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Factory\Pages\PromptFactoryPage.razor,2262,"new() { ActionId = ""validate-node"", Label = ""Validate"", Icon = ""qa"", Tone = ""mint"" },",qa,named token,Token source or pass-through icon assignment needs mapping review.,Mapped,fact_check,Completed,04 Non-canvas app and module icon adoption,Token now resolves to a Material icon through direct source values or the shared catalog.
ICON-162,icon-token-assignment,CanDoItAll.Modules.Factory,src/CanDoItAll.Modules.Factory/Pages/PromptFactoryPage.razor,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Factory\Pages\PromptFactoryPage.razor,2263,"new() { ActionId = ""skip-node"", Label = ""Skip"", Icon = ""skip"", Tone = ""warn"" },",skip,named token,Token source or pass-through icon assignment needs mapping review.,Mapped,skip_next,Completed,04 Non-canvas app and module icon adoption,Token now resolves to a Material icon through direct source values or the shared catalog.
ICON-163,icon-token-assignment,CanDoItAll.Modules.Factory,src/CanDoItAll.Modules.Factory/Pages/PromptFactoryPage.razor,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Factory\Pages\PromptFactoryPage.razor,2264,"new() { ActionId = ""open-prompt"", Label = ""Open"", Icon = ""open"", Tone = ""ghost"" }",open,named token,Token source or pass-through icon assignment needs mapping review.,Mapped,open_in_new,Completed,04 Non-canvas app and module icon adoption,Token now resolves to a Material icon through direct source values or the shared catalog.
ICON-164,raw-icon-markup,CanDoItAll.Modules.Factory,src/CanDoItAll.Modules.Factory/Pages/Components/PromptFactoryHistoryToolbar.razor,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Factory\Pages\Components\PromptFactoryHistoryToolbar.razor,9,"<span class=""cw-toolbar-symbol"" aria-hidden=""true"">&#x21B6;</span>",undo_arrow,raw glyph or text icon,Literal glyph/text icon bypasses the shared icon abstraction.,Mapped,undo_arrow,Completed,04 Non-canvas app and module icon adoption,Code migration complete. dotnet build passes. Browser proof still pending.
ICON-165,raw-icon-markup,CanDoItAll.Modules.Factory,src/CanDoItAll.Modules.Factory/Pages/Components/PromptFactoryHistoryToolbar.razor,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Factory\Pages\Components\PromptFactoryHistoryToolbar.razor,19,"<span class=""cw-toolbar-symbol"" aria-hidden=""true"">&#x21B7;</span>",redo_arrow,raw glyph or text icon,Literal glyph/text icon bypasses the shared icon abstraction.,Mapped,redo_arrow,Completed,04 Non-canvas app and module icon adoption,Code migration complete. dotnet build passes. Browser proof still pending.
ICON-166,icon-token-assignment,CanDoItAll.Modules.Workbench,src/CanDoItAll.Modules.Workbench/CanvasAdapters/ProjectStructureActionCatalogAdapter.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Workbench\CanvasAdapters\ProjectStructureActionCatalogAdapter.cs,17,"new() { ActionId = ""open"", Label = ""Open"", MenuLabel = ""Open"", Description = ""Open the linked artifact or routed workspace."", Icon = ""open"", Tone = ""accent"" },",open,named token,Token source or pass-through icon assignment needs mapping review.,Mapped,open_in_new,Completed,"05 Workbench, canvas, and closure validation",Token now resolves to a Material icon through direct source values or the shared catalog.
ICON-167,icon-token-assignment,CanDoItAll.Modules.Workbench,src/CanDoItAll.Modules.Workbench/CanvasAdapters/ProjectStructureActionCatalogAdapter.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Workbench\CanvasAdapters\ProjectStructureActionCatalogAdapter.cs,18,"new() { ActionId = ""summary"", Label = ""Summary"", MenuLabel = ""Summary"", Description = ""Open the hierarchical progress summary and export tools."", Icon = ""summary"", Tone = ""sky"" },",summary,named token,Token source or pass-through icon assignment needs mapping review.,Mapped,pie_chart,Completed,"05 Workbench, canvas, and closure validation",Token now resolves to a Material icon through direct source values or the shared catalog.
ICON-168,icon-token-assignment,CanDoItAll.Modules.Workbench,src/CanDoItAll.Modules.Workbench/CanvasAdapters/ProjectStructureActionCatalogAdapter.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Workbench\CanvasAdapters\ProjectStructureActionCatalogAdapter.cs,19,"new() { ActionId = ""connect"", Label = ""Connect"", MenuLabel = ""Connect"", Description = ""Use the selected node as the source for a dependency link."", Icon = ""link"", Tone = ""neutral"" },",link,named token,Token source or pass-through icon assignment needs mapping review.,Mapped,link,Completed,"05 Workbench, canvas, and closure validation",Token now resolves to a Material icon through direct source values or the shared catalog.
ICON-169,icon-token-assignment,CanDoItAll.Modules.Workbench,src/CanDoItAll.Modules.Workbench/CanvasAdapters/ProjectStructureActionCatalogAdapter.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Workbench\CanvasAdapters\ProjectStructureActionCatalogAdapter.cs,20,"new() { ActionId = ""reconnect"", Label = ""Reconnect"", MenuLabel = ""Reconnect"", Description = ""Pick a new parent node for this branch explicitly."", Icon = ""relink"", Tone = ""primary"" },",relink,named token,Token source or pass-through icon assignment needs mapping review.,Mapped,sync_alt,Completed,"05 Workbench, canvas, and closure validation",Token now resolves to a Material icon through direct source values or the shared catalog.
ICON-170,icon-token-assignment,CanDoItAll.Modules.Workbench,src/CanDoItAll.Modules.Workbench/CanvasAdapters/ProjectStructureActionCatalogAdapter.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Workbench\CanvasAdapters\ProjectStructureActionCatalogAdapter.cs,21,"new() { ActionId = ""disconnect"", Label = ""Disconnect"", MenuLabel = ""Disconnect"", Description = ""Move this node back to the project root without deleting it."", Icon = ""unlink"", Tone = ""ghost"" },",unlink,named token,Token source or pass-through icon assignment needs mapping review.,Mapped,link_off,Completed,"05 Workbench, canvas, and closure validation",Token now resolves to a Material icon through direct source values or the shared catalog.
ICON-171,icon-token-assignment,CanDoItAll.Modules.Workbench,src/CanDoItAll.Modules.Workbench/CanvasAdapters/ProjectStructureActionCatalogAdapter.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Workbench\CanvasAdapters\ProjectStructureActionCatalogAdapter.cs,25,"new() { ActionId = ""validate"", Label = ""Validate"", MenuLabel = ""Validate"", Description = ""Open project validation tooling from this node."", Icon = ""qa"", Tone = ""mint"" },",qa,named token,Token source or pass-through icon assignment needs mapping review.,Mapped,fact_check,Completed,"05 Workbench, canvas, and closure validation",Token now resolves to a Material icon through direct source values or the shared catalog.
